"id","ts","target_ts","resource","input_value","predicted_value","actual_value","horizon_seconds","model_version"
9654,"2026-03-07 07:16:21.784936+00","2026-03-07 07:17:21.784936+00","rps","0.1000020000400008","514.400146484375","0.0999980000399992",60,"v20260306-_tuned_20260306-181039-0246"
9658,"2026-03-07 07:16:51.758181+00","2026-03-07 07:17:51.758181+00","cpu","0.00015376058935499058","0.04829921945929527","0.00011078957326088585",60,"v20260306-_tuned_20260306-181039-0246"
9659,"2026-03-07 07:16:51.770502+00","2026-03-07 07:17:51.770502+00","ram","29.953125","48.25684356689453","29.953125",60,"v20260306-_tuned_20260306-181039-0246"
9660,"2026-03-07 07:16:51.782867+00","2026-03-07 07:17:51.782867+00","rps","0.1","514.3860473632812","0.1",60,"v20260306-_tuned_20260306-181039-0246"
9664,"2026-03-07 07:17:21.756149+00","2026-03-07 07:18:21.756149+00","cpu","0.00012060480408097795","0.048361506313085556","0.00015621371569644267",60,"v20260306-_tuned_20260306-181039-0246"
9665,"2026-03-07 07:17:21.76862+00","2026-03-07 07:18:21.76862+00","ram","29.953125","48.26276779174805","29.953125",60,"v20260306-_tuned_20260306-181039-0246"
9666,"2026-03-07 07:17:21.786025+00","2026-03-07 07:18:21.786025+00","rps","0.0999980000399992","514.5452270507812","0.0999980000399992",60,"v20260306-_tuned_20260306-181039-0246"
9670,"2026-03-07 07:17:51.747231+00","2026-03-07 07:18:51.747231+00","cpu","0.00011078957326088585","0.048325520008802414","0.0001576174366466856",60,"v20260306-_tuned_20260306-181039-0246"
9671,"2026-03-07 07:17:51.76141+00","2026-03-07 07:18:51.76141+00","ram","29.953125","48.260013580322266","30.25",60,"v20260306-_tuned_20260306-181039-0246"
9672,"2026-03-07 07:17:51.775399+00","2026-03-07 07:18:51.775399+00","rps","0.1","514.4027099609375","0.0999980000399992",60,"v20260306-_tuned_20260306-181039-0246"
9676,"2026-03-07 07:18:21.763951+00","2026-03-07 07:19:21.763951+00","cpu","0.00015621371569644267","0.048309456557035446","0.00011669013639683408",60,"v20260306-_tuned_20260306-181039-0246"
9677,"2026-03-07 07:18:21.778715+00","2026-03-07 07:19:21.778715+00","ram","29.953125","48.25846481323242","30.25",60,"v20260306-_tuned_20260306-181039-0246"
