"id","ts","target_ts","input_cpu","input_ram","input_rps","predicted_cpu","actual_cpu","horizon_seconds","model_version"
1515,"2026-03-27 12:32:20.329553+00","2026-03-27 12:33:20.329553+00",1.3585224036577568,51.15625,25.32101284051362,1.876708179220485,0.057411124376715604,60,"v20260326-204532-4583"
1516,"2026-03-27 12:32:25.335256+00","2026-03-27 12:33:25.335256+00",1.4978254250919143,50.453125,26.68,1.4679962546633485,0.057411124376715604,60,"v20260326-204532-4583"
1517,"2026-03-27 12:32:30.341389+00","2026-03-27 12:33:30.341389+00",1.4978254250919143,50.453125,25.48,1.1715636619640302,0.05888301282050817,60,"v20260326-204532-4583"
1518,"2026-03-27 12:32:35.33144+00","2026-03-27 12:33:35.33144+00",1.041514864329203,49.3671875,20.59917603295868,0.7874145824828802,0.05888301282050817,60,"v20260326-204532-4583"
1519,"2026-03-27 12:32:40.343659+00","2026-03-27 12:33:40.343659+00",0.19804543754227555,49.3671875,15.24,0.1777302531218386,0.05888301282050817,60,"v20260326-204532-4583"
1520,"2026-03-27 12:32:45.32465+00","2026-03-27 12:33:45.32465+00",0.273511940442779,49.3671875,10.08,0.15739425657518127,0.05888301282050817,60,"v20260326-204532-4583"
1521,"2026-03-27 12:32:50.334654+00","2026-03-27 12:33:50.334654+00",0.17276381718068134,49.3671875,5.2,0.09035207853145265,0.057277641678923186,60,"v20260326-204532-4583"
1522,"2026-03-27 12:32:55.311698+00","2026-03-27 12:33:55.311698+00",0.04866618367488753,49.85546875,1.3999440022399103,0.026716361097917276,0.057277641678923186,60,"v20260326-204532-4583"
1523,"2026-03-27 12:33:00.333277+00","2026-03-27 12:34:00.333277+00",0.04866618367488753,49.85546875,1.160046401856074,0.033067223553522686,0.057277641678923186,60,"v20260326-204532-4583"
1524,"2026-03-27 12:33:05.321103+00","2026-03-27 12:34:05.321103+00",0.04206024979876647,50.10546875,1.2,0.05648531830888834,0.05969322479328443,60,"v20260326-204532-4583"
1525,"2026-03-27 12:33:10.326004+00","2026-03-27 12:34:10.326004+00",0.0562453193350715,50.10546875,1.1999520019199232,0.061431649650851405,0.05969322479328443,60,"v20260326-204532-4583"
1526,"2026-03-27 12:33:15.313838+00","2026-03-27 12:34:15.313838+00",0.056892009817286246,49.359375,1.28,0.06421339533368972,0.05969322479328443,60,"v20260326-204532-4583"
1527,"2026-03-27 12:33:20.33373+00","2026-03-27 12:34:20.33373+00",0.057411124376715604,49.359375,1.2400496019840794,0.059599795648790845,0.05096809856808742,60,"v20260326-204532-4583"
1528,"2026-03-27 12:33:25.327296+00","2026-03-27 12:34:25.327296+00",0.057411124376715604,49.359375,1.28,0.06045909329772651,0.05096809856808742,60,"v20260326-204532-4583"
1529,"2026-03-27 12:33:35.394843+00","2026-03-27 12:34:35.394843+00",0.05888301282050817,50.109375,1.3200528021120843,0.06162493869795526,0.05096809856808742,60,"v20260326-204532-4583"
1530,"2026-03-27 12:33:40.359486+00","2026-03-27 12:34:40.359486+00",0.05888301282050817,50.109375,1.24,0.054774841042565484,1.3666103975848196,60,"v20260326-204532-4583"
1531,"2026-03-27 12:33:55.428324+00","2026-03-27 12:34:55.428324+00",0.057277641678923186,49.859375,1.32,0.06116586163795129,1.589929393072764,60,"v20260326-204532-4583"
1532,"2026-03-27 12:34:00.324519+00","2026-03-27 12:35:00.324519+00",0.057277641678923186,49.859375,1.28,0.058913875922283795,1.589929393072764,60,"v20260326-204532-4583"
1533,"2026-03-27 12:34:05.336288+00","2026-03-27 12:35:05.336288+00",0.05969322479328443,49.85546875,1.36,0.06485395910224945,1.589929393072764,60,"v20260326-204532-4583"
1534,"2026-03-27 12:34:10.342402+00","2026-03-27 12:35:10.342402+00",0.05969322479328443,49.85546875,1.28,0.0578345503581062,0.9288905950096009,60,"v20260326-204532-4583"
1535,"2026-03-27 12:34:15.334638+00","2026-03-27 12:35:15.334638+00",0.05969322479328443,49.85546875,1.36,0.06377840614345036,0.9288905950096009,60,"v20260326-204532-4583"
1536,"2026-03-27 12:34:25.368221+00","2026-03-27 12:35:25.368221+00",0.05096809856808742,49.84765625,1.24,0.05347585956622811,0.9288905950096009,60,"v20260326-204532-4583"
1537,"2026-03-27 12:34:30.335022+00","2026-03-27 12:35:30.335022+00",0.05096809856808742,49.84765625,4.720000000000001,0.13860710331888054,0.0604740506329083,60,"v20260326-204532-4583"
1538,"2026-03-27 12:34:45.423341+00","2026-03-27 12:35:45.423341+00",1.3666103975848196,51.203125,20.6,2.7117300094269035,0.0604740506329083,60,"v20260326-204532-4583"
